Type,Gender,Breed1,Color1,Color2,State,Age,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,is_adopted
Cat,Male,Tabby,Golden,Yellow,Selangor,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,13.0,1
Dog,Male,Doberman Pinscher,Black,Brown,Pulau Pinang,12.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,1
Dog,Male,Mixed Breed,Black,Brown,Perak,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Shih Tzu,Brown,Cream,Selangor,72.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0
Dog,Male,Mixed Breed,Black,Brown,Selangor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Siamese,Brown,White,Pahang,24.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,50.0,0.0,3.0,1
Cat,Mixed,Domestic Short Hair,Black,Yellow,Selangor,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,8.0,0
Dog,Female,Mixed Breed,Black,Golden,Selangor,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Medium Hair,Cream,Gray,Selangor,8.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Domestic Medium Hair,Brown,NoColor,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,White,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Doberman Pinscher,Black,Brown,Selangor,10.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Brown,Cream,Johor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Selangor,1.0,2.0,2.0,3.0,3.0,2.0,1.0,6.0,0.0,0.0,2.0,1
Cat,Mixed,Domestic Short Hair,Black,Cream,Kuala Lumpur,9.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,0
Dog,Mixed,Mixed Breed,Black,Brown,Selangor,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,5.0,0
Dog,Female,Labrador Retriever,Brown,White,Selangor,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Medium Hair,Golden,Gray,Melaka,3.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,0.0,0.0,5.0,1
Dog,Female,Miniature Pinscher,Black,NoColor,Pulau Pinang,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,100.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,7.0,1
Dog,Male,Mixed Breed,Black,Yellow,Kuala Lumpur,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Medium Hair,Golden,Yellow,Kuala Lumpur,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0
Cat,Male,Abyssinian,Black,Brown,Johor,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,White,Selangor,36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,German Shepherd Dog,Brown,Yellow,Kuala Lumpur,12.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Husky,Brown,Cream,Pulau Pinang,18.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Female,Mixed Breed,Black,Cream,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Yellow,White,Kuala Lumpur,18.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,7.0,0
Dog,Male,Mixed Breed,Brown,White,Kuala Lumpur,36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,6.0,1
Dog,Male,Mixed Breed,Cream,NoColor,Perak,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Long Hair,Yellow,White,Kuala Lumpur,12.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1
Cat,Male,Domestic Medium Hair,Black,Brown,Selangor,12.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1
Cat,Male,Domestic Medium Hair,Brown,Cream,Selangor,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Brown,Yellow,Kuala Lumpur,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1
Cat,Male,Cymric,Golden,White,Kuala Lumpur,14.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Cream,NoColor,Selangor,36.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,German Shepherd Dog,Black,Brown,Kuala Lumpur,72.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Mixed Breed,Brown,White,Selangor,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Shih Tzu,Black,Brown,Negeri Sembilan,60.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,100.0,0.0,3.0,0
Cat,Mixed,Domestic Short Hair,Brown,Cream,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,White,NoColor,Selangor,11.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Cat,Male,Tabby,Brown,Golden,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Irish Setter,Black,White,Kuala Lumpur,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,300.0,0.0,4.0,0
Dog,Male,Mixed Breed,Black,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Dog,Female,Labrador Retriever,Cream,NoColor,Selangor,72.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,700.0,0.0,6.0,1
Dog,Female,Poodle,Black,White,Selangor,36.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Brown,NoColor,Selangor,12.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Female,Domestic Short Hair,Brown,Yellow,Kuala Lumpur,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Black,White,Kedah,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,10.0,0.0,7.0,1
Cat,Male,Domestic Medium Hair,Black,Brown,Selangor,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Dog,Male,Poodle,Black,Brown,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,450.0,0.0,2.0,1
Dog,Male,Mixed Breed,Cream,NoColor,Selangor,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Gray,NoColor,Selangor,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Male,Rottweiler,Black,Brown,Selangor,24.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Brown,Perak,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,5.0,0
Cat,Mixed,Persian,Black,Golden,Selangor,4.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,100.0,0.0,5.0,1
Dog,Male,Mixed Breed,Brown,White,Selangor,12.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,White,Kuala Lumpur,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Golden,NoColor,Selangor,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Black,Yellow,Selangor,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Mixed,Domestic Short Hair,Black,Golden,Kuala Lumpur,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,300.0,0.0,8.0,1
Dog,Male,Mixed Breed,Cream,NoColor,Perak,36.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Cat,Female,Tortoiseshell,Brown,Yellow,Selangor,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,0
Cat,Female,Domestic Short Hair,Black,White,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100.0,0.0,3.0,1
Dog,Mixed,Mixed Breed,Black,White,Selangor,5.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,2.0,1
Cat,Mixed,Domestic Medium Hair,Black,Brown,Kuala Lumpur,3.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Golden,Yellow,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Bengal,Brown,White,Selangor,16.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,100.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Cream,Gray,Selangor,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120.0,0.0,7.0,1
Dog,Male,Shar Pei,Black,Brown,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Terrier,Cream,NoColor,Kuala Lumpur,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,250.0,0.0,5.0,1
Cat,Mixed,Domestic Short Hair,Black,Yellow,Kuala Lumpur,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,2.0,0
Cat,Mixed,Domestic Medium Hair,Golden,Cream,Kuala Lumpur,12.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Siamese,Gray,NoColor,Selangor,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Gray,White,Selangor,48.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Brown,White,Selangor,84.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Pulau Pinang,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Dog,Female,Mixed Breed,Black,Golden,Selangor,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,50.0,0.0,10.0,1
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Mixed,Domestic Short Hair,Black,Cream,Selangor,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,300.0,1.0,5.0,1
Cat,Male,Turkish Angora,Black,White,Selangor,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Black,White,Pulau Pinang,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Domestic Short Hair,Black,Gray,Kuala Lumpur,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Short Hair,Gray,White,Kuala Lumpur,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,0
Dog,Mixed,Mixed Breed,Black,Cream,Selangor,0.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,0.0,0.0,8.0,1
Dog,Male,Husky,Gray,White,Selangor,7.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,500.0,0.0,5.0,1
Dog,Male,Mixed Breed,Brown,White,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,White,NoColor,Johor,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Female,Mixed Breed,Brown,White,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Tabby,Black,Brown,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Cat,Female,Domestic Short Hair,Gray,NoColor,Selangor,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,0
Cat,Mixed,Domestic Medium Hair,Black,Yellow,Johor,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Cat,Male,Domestic Medium Hair,White,NoColor,Selangor,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Golden,NoColor,Kuala Lumpur,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Male,Mixed Breed,Brown,Golden,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,Brown,Johor,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,6.0,1
Dog,Mixed,German Pinscher,Black,Brown,Selangor,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,6.0,0
Dog,Mixed,German Shepherd Dog,Black,Brown,Selangor,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,1
Dog,Female,German Shepherd Dog,Black,Brown,Selangor,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Female,Domestic Short Hair,Black,NoColor,Selangor,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Mixed,Russian Blue,Gray,NoColor,Kedah,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0
Cat,Male,Domestic Short Hair,Brown,White,Selangor,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,4.0,1
Dog,Female,Basenji,Brown,NoColor,Selangor,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1
Dog,Female,Mixed Breed,Brown,Golden,Selangor,22.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,80.0,0.0,3.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Perak,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Mixed,Domestic Short Hair,Black,White,Kuala Lumpur,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Cat,Mixed,American Shorthair,Black,Brown,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,8.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Perak,42.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Male,Domestic Short Hair,Cream,NoColor,Kuala Lumpur,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Brown,Golden,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,White,NoColor,Selangor,60.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Mixed Breed,Black,NoColor,Negeri Sembilan,12.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,150.0,0.0,3.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,7.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,21.0,1
Cat,Female,Bengal,Black,Brown,Kuala Lumpur,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Spitz,Black,White,Selangor,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,1
Cat,Male,Domestic Short Hair,Golden,White,Kuala Lumpur,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,100.0,0.0,6.0,1
Cat,Mixed,Domestic Short Hair,Brown,NoColor,Kuala Lumpur,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Brown,Cream,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,12.0,1
Cat,Mixed,Domestic Medium Hair,Black,Gray,Selangor,0.0,2.0,1.0,3.0,3.0,3.0,1.0,7.0,0.0,0.0,4.0,0
Dog,Mixed,Mixed Breed,Black,Brown,Melaka,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1
Cat,Mixed,Calico,Black,Brown,Kuala Lumpur,24.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,7.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Johor,1.0,1.0,1.0,1.0,3.0,3.0,1.0,6.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,NoColor,Selangor,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Mixed Breed,Black,Brown,Pulau Pinang,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Mixed,Mixed Breed,Black,Cream,Perak,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,NoColor,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Dalmatian,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Cat,Female,Persian,Black,Brown,Negeri Sembilan,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Long Hair,Golden,NoColor,Selangor,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,Brown,Pulau Pinang,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Golden,NoColor,Selangor,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Female,Domestic Short Hair,Black,Yellow,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Mixed,Domestic Medium Hair,Black,Yellow,Selangor,15.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Cat,Male,Tabby,Golden,Yellow,Kuala Lumpur,8.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Black,Brown,Perak,24.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Long Hair,Golden,White,Selangor,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,40.0,0.0,6.0,1
Dog,Male,Poodle,Golden,Cream,Selangor,10.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,300.0,0.0,5.0,1
Cat,Female,Domestic Long Hair,Black,Golden,Selangor,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,250.0,0.0,2.0,0
Dog,Male,Shih Tzu,Golden,White,Kuala Lumpur,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Terrier,Brown,Cream,Selangor,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Female,Mixed Breed,Black,Brown,Pulau Pinang,12.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Male,Domestic Short Hair,White,NoColor,Pulau Pinang,12.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Female,Oriental Short Hair,Golden,Gray,Kuala Lumpur,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Male,Mixed Breed,Cream,NoColor,Selangor,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Pulau Pinang,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,11.0,1
Cat,Female,Domestic Medium Hair,White,NoColor,Pahang,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,3.0,0
Cat,Mixed,Domestic Medium Hair,Black,Brown,Pulau Pinang,2.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,0
Cat,Female,Domestic Short Hair,Golden,Cream,Johor,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,White,NoColor,Selangor,24.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Dog,Male,Mixed Breed,Brown,Cream,Pulau Pinang,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,12.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Mixed,Domestic Short Hair,Black,Cream,Kuala Lumpur,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,12.0,0
Dog,Mixed,Mixed Breed,Black,Brown,Selangor,0.0,2.0,1.0,2.0,2.0,2.0,1.0,8.0,0.0,0.0,7.0,1
Dog,Female,English Cocker Spaniel,Brown,NoColor,Kuala Lumpur,36.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Selangor,5.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Black,Gray,Selangor,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,Cream,Perak,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,8.0,1
Cat,Male,Domestic Medium Hair,Yellow,Cream,Selangor,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Mixed,Mixed Breed,Brown,Cream,Selangor,5.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,5.0,0
Dog,Female,Dalmatian,Black,Brown,Selangor,29.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Perak,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Gray,White,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,15.0,0.0,6.0,1
